doc ner ner_spacy text
197 O O Credentials
197 O O and
197 O O Abilities

197 O O Having
197 O O 3.5
197 O O years
197 O O of
197 O O experience
197 O O as
197 O O a
197 O U-PERSON Build
197 O O and
197 O B-PERSON Release
197 O L-PERSON Engineer
197 O O in
197 O O automating
197 O O building
197 O O releasing
197 O O of
197 O O code
197 O O from
197 O U-CARDINAL one
197 O O environment
197 O O to
197 O O other
197 O O environment
197 O O and
197 O O deploying
197 O O to
197 O O servers

197 O O Extensively
197 O O worked
197 O O on
197 O U-PERSON Jenkins
197 O O for
197 O O continuous
197 O O integration
197 O O and
197 O O for
197 O O End
197 O O to
197 O O End
197 O O automation
197 O O for
197 O O all
197 O O build
197 O O and
197 O O deployments

197 O O Having
197 O O In
197 O O depth
197 O O understanding
197 O O of
197 O O the
197 O O principles
197 O O and
197 O O best
197 O O practices
197 O O of
197 O B-EVENT Software
197 O L-EVENT Configuration

197 O O Extensive
197 O O experience
197 O O using
197 O U-ORG MAVEN
197 O O and
197 O U-ORG ANT
197 O O as
197 O O build
197 O O tools
197 O O for
197 O O the
197 O O building
197 O O of
197 O O deployable
197 O O artifacts
197 O O jar
197 O O war
197 O O tar
197 O O from
197 O O source
197 O O code

197 O U-PERSON Build
197 O O Configure
197 O O Manage
197 O O and
197 O U-ORG Coordinate
197 O O all
197 O O Build
197 O O and
197 O O Release
197 O O Management
197 O O activities

197 O U-LOC Worked
197 O O on
197 O O Automated
197 O O build
197 O O Release
197 O O process

197 O O Automated
197 O O highly
197 O O build
197 O O test
197 O O and
197 O O reporting
197 O O mechanisms

197 O U-LOC Worked
197 O O on
197 O O server
197 O O machines
197 O O with
197 O O platforms
197 O O like
197 O O windows64
197 O O windows32
197 O O and
197 O O linux64
197 O O to
197 O O test
197 O O and
197 O O resolve
197 O O the
197 O O new
197 O O release
197 O O for
197 O O group
197 O O build
197 O O issues
197 O O test
197 O O failures
197 O O build
197 O O breaks
197 O O Integration
197 O O issues
197 O O and
197 O O analyzed
197 O O test
197 O O logs
197 O O in
197 O B-LOC Agile
197 O L-LOC Environment

197 O O Troubleshooting
197 O O and
197 O O problem
197 O O solving
197 O O of
197 O B-ORG Linux
197 O L-ORG UNIX
197 O O servers
197 O O debugging
197 O U-ORG OS
197 O O failure

197 O O Experience
197 O O in
197 O O working
197 O O on
197 O O source
197 O O control
197 O O tools
197 O O like
197 O U-ORG SVN
197 O O and
197 O U-ORG GIT

197 O U-PERSON Expert
197 O O in
197 O O deploying
197 O O the
197 O O code
197 O O through
197 O O web
197 O O application
197 O O servers
197 O O like
197 O U-PERSON Apache
197 O U-PERSON Tomcat

197 O O Extensive
197 O O experience
197 O O of
197 O O working
197 O O with
197 O O the
197 O O release
197 O O and
197 O O deployment
197 O O of
197 O O large
197 O O scale
197 O B-ORG Java
197 O L-ORG J2EEWeb
197 O O applications

197 O O Experience
197 O O in
197 O O Deploying
197 O O to
197 O O and
197 O O administering
197 O O in
197 O O the
197 O O use
197 O O of
197 O U-PERSON Tomcat
197 O O Nexus
197 O U-PERSON Apache
197 O O web
197 O O server
197 O U-ORG SVN

197 O O Excellent
197 O O communicative
197 O O interpersonal
197 O O intuitive
197 O O analysis
197 O O and
197 O O leadership
197 O O skills
197 O O with
197 O O ability
197 O O to
197 O O work
197 O O efficiently
197 O O in
197 O O both
197 O O independent
197 O O and
197 O O team
197 O O work
197 O O environments

197 O O Willing
197 O O to
197 O O relocate
197 O O to
197 O U-PERSON Bengaluru
197 O U-PERSON Karnataka
197 O O anywhere
197 O O https://www.indeed.com/r/Dinesh-Reddy/139711455c45e1ad?isid=rex-download&ikw=download-top&co=IN
197 O O WORK
197 O O EXPERIENCE
197 B-Designation O Deployed
197 I-Designation O chef
197 I-Designation O for
197 I-Designation O configuration
197 I-Designation O management
197 L-Designation O infrastructure
197 O B-PERSON Cisco
197 O I-PERSON Bangalore
197 O L-PERSON Bengaluru
197 O U-GPE Karnataka
197 O B-DATE September
197 O L-DATE 2016
197 O O to
197 O O Present
197 O O Role
197 O B-ORG Build
197 O O release

197 O O Environment
197 O B-PERSON Java
197 O L-PERSON 1.7
197 O O Subversion
197 O O 1.8
197 O U-ORG Ant
197 O O 1.9.4
197 O U-ORG GIT
197 O U-PRODUCT 2.1
197 O O Puppet
197 O O Jira
197 O O 6.3
197 O U-ORG Nexus
197 O U-ORG Shell
197 O O scripting
197 O O web
197 O O logic
197 O U-CARDINAL 11
197 O O g
197 O O and
197 O B-PERSON Tomcat
197 O I-PERSON Servers
197 O L-PERSON 8

197 O O Responsibilities

197 O O Coordinate
197 O O with
197 O B-ORG the
197 O I-ORG Development
197 O I-ORG Database
197 O L-ORG Administration
197 O U-ORG QA
197 O O and
197 O O IT
197 O U-ORG Operations
197 O O teams
197 O O to
197 O O ensure
197 O O there
197 O O are
197 O O no
197 O O resource
197 O O conflicts

197 O U-ORG Installed
197 O O and
197 O O configured
197 O U-PERSON Jenkins
197 O O for
197 O O Automating
197 O O build
197 O O deployments
197 O O and
197 O O test
197 O O execution
197 O O and
197 O O providing
197 O O a
197 O O complete
197 O O automation
197 O O solution
197 O O using
197 O O jenkins

197 B-Designation O Deployed
197 I-Designation O chef
197 I-Designation O for
197 I-Designation O configuration
197 I-Designation O management
197 L-Designation O infrastructure
197 O O Implemented
197 O O auto
197 O O environment
197 O O creation
197 O O using
197 O O chef

197 O U-PERSON Designing
197 O O and
197 O O implementing
197 O O fully
197 O O automated
197 O O server
197 O O build
197 O O management
197 O O monitoring
197 O O and
197 O O deployment
197 O O solutions
197 O O spanning
197 O O multiple
197 O O platforms
197 O O tools
197 O O and
197 O O technologies
197 O O including
197 O B-ORG Jenkins
197 O I-ORG Nodes
197 O L-ORG Agents
197 O U-ORG SSH
197 O O deployment
197 O O and
197 O O testing

197 O O Created
197 O O repositories
197 O O according
197 O O the
197 O O structure
197 O O required
197 O O with
197 O O branches
197 O O tags
197 O O and
197 O O trunks

197 O O Responsible
197 O O for
197 O O maintaining
197 O B-ORG Multiple
197 O L-ORG DevOps
197 O O tools
197 O O configuring
197 O O across
197 O O all
197 O O projects
197 O B-ORG Subversion
197 O U-ORG SVN
197 O U-ORG GIT
197 O U-GPE Maven
197 O U-PERSON Jenkins
197 O U-ORG ANT
197 O U-GPE Artifactory
197 O U-GPE Chef

197 O O Configured
197 O O application
197 O O servers
197 O U-ORG WebLogic
197 O O to
197 O O deploy
197 O O the
197 O O code

197 O O Experience
197 O O in
197 O O deploying
197 O O applications
197 O O on
197 O U-PERSON Tomcat
197 O O and
197 O O Web
197 O O logic
197 O O servers

197 O U-PERSON Managed
197 O O and
197 O O document
197 O O all
197 O O post
197 O O deployment
197 O O issues
197 O O utilizing
197 O B-EVENT the
197 O I-EVENT Post
197 O I-EVENT Deployments
197 O I-EVENT Issue
197 O L-EVENT Log

197 O O Declaration
197 O O I
197 O O hereby
197 O O declare
197 O O that
197 O O the
197 O O statements
197 O O made
197 O O herein
197 O O are
197 O O true
197 O O complete
197 O O and
197 O O correct
197 O O to
197 O O the
197 O O best
197 O O of
197 O O my
197 O O knowledge
197 O O and
197 O O belief

197 O O I
197 O O have
197 O O not
197 O O suppressed
197 O O any
197 O O material
197 O O fact
197 O O or
197 O O factual
197 O O information
197 O O herein

197 O O Place
197 O O Bangalore
197 O O Date
197 B-Designation O software
197 L-Designation O engineer
197 O O cisco
197 O B-DATE June
197 O L-DATE 2014
197 O O to
197 O O Present
197 O O build
197 O O release
197 O O engineer
197 O B-PERSON Devops
197 O L-PERSON Engineer
197 O B-PERSON Cisco
197 O I-PERSON Bangalore
197 O L-PERSON Bengaluru
197 O U-GPE Karnataka
197 O U-CARDINAL 2014
197 O O to
197 O O Present
197 O O Technical
197 O O Skills
197 O O Devops
197 O O pipelines
197 O O Cloud
197 O O bees
197 O O Enterprise
197 O U-PERSON Jenkins
197 O U-ORG GIT
197 O U-PERSON Docker
197 O O AWS
197 O O SCM
197 O O Tools
197 O U-ORG SVN
197 O U-ORG GIT

197 O O Continuous
197 O O Build
197 O U-ORG ANT
197 O U-GPE Maven
197 O B-PERSON Artifact
197 O L-PERSON Repository
197 O O Sontype
197 O O Nexus
197 O O Containers
197 O U-PERSON Docker
197 O B-ORG AWS
197 O L-ORG Basics
197 O U-PRODUCT Chef
197 O O Static
197 O O code
197 O O Analysis
197 O U-PERSON Sonarqube
197 O O Check
197 O O style
197 O O CI
197 O O Tools
197 O U-PERSON Cloud
197 O O bees
197 O O Enterprise
197 O O Jenkins

197 O O Editors
197 O O and
197 O O IDEs
197 O U-PERSON Eclipse
197 O B-ORG IMS
197 O L-ORG Distribution
197 O B-ORG Notepad++
197 O B-ORG Operating
197 O L-ORG Systems
197 O U-ORG MS
197 O O Windows
197 O O XP/2000/NT/98
197 O U-ORG UNIX
197 O U-ORG Linux
197 O O Database
197 O O MY
197 O O SQL

197 O O Servers
197 O U-PERSON Apache
197 O U-PERSON Tomcat
197 O O Tools
197 O B-ORG MS
197 O L-ORG Office
197 B-Designation O software
197 L-Designation O engineer
197 O O cisco
197 O O Build
197 O O Release
197 O O through
197 O O complete
197 O O automation
197 O O using
197 O O jenkins
197 O O and
197 O O config
197 O O by
197 O O chef
197 O O in
197 O O complete
197 O O cloud
197 O O enviornment
197 O O like
197 O O AWS
197 O U-ORG GCP
197 O U-ORG EDUCATION
197 U-Degree U-ORG BSC
197 "B-College Name" B-GPE Sri
197 "I-College Name" L-GPE Venkateswara
197 "I-College Name" O university
197 "L-College Name" O tirupati
197 O O Tirupati
197 O U-GPE Andhra
197 O O Pradesh
197 O U-DATE 2012
197 O O SKILLS
197 O O AWS
197 O O Devops
197 O O ADDITIONAL
197 O O INFORMATION
197 O O Git
197 O O maven
197 O O jenkins
197 O O vagrant
197 O O docker
197 O O nagios
197 O O sonarcube
197 O O chef
197 O O ansible

198 O O Shaheen
198 O O Unissa
198 O B-ORG SAP
198 O I-ORG ABAP
198 - L-ORG Consultant
198 O U-GPE Hyderabad
198 O U-GPE Telangana
198 O O Email
198 O O me
198 O O on
198 O O Indeed
198 O O indeed.com/r/Shaheen-Unissa/
198 O O c54e7a04da30c354

198 O O Having
198 O B-DATE 8
198 O L-DATE years
198 O O of
198 O O experience
198 O O in
198 O O IT
198 O O industry
198 O O as
198 O B-ORG SAP
198 O I-ORG ABAP
198 O L-ORG Developer

198 O O She
198 O O was
198 O O involved
198 O O in
198 O O multiple
198 O O projects
198 O O viz

198 O O 3
198 O B-ORG Live
198 O I-ORG Cycle
198 O I-ORG Implementations
198 O I-ORG of
198 O L-ORG SAP
198 O O and
198 O O worked
198 O O on
198 O B-ORG Rollout
198 O I-ORG Project
198 O I-ORG Federal
198 O L-ORG Mogul

198 O O Worked
198 O O in
198 O O end
198 O O to
198 O O end
198 O O implementation
198 O O project
198 O U-ORG MPT
198 O B-ORG Mormugao
198 O I-ORG Port
198 O L-ORG Trust
198 O U-ORG GOA
198 O O at
198 O O client
198 O O location
198 O O and
198 O O also
198 O O offshore
198 O O at
198 O O pune
198 O O for
198 O U-ORG MPT

198 O O She
198 O O has
198 O O worked
198 O O on
198 O O end
198 O O to
198 O O end
198 O O implementation
198 O O project
198 O O with
198 O O client
198 O U-PERSON Etisalat
198 O O on
198 O O SRM
198 O O server

198 O O She
198 O O has
198 O O worked
198 O O for
198 O U-ORG GE
198 O B-ORG General
198 O I-ORG Electric
198 O L-ORG Company
198 O B-ORG Support
198 O L-ORG Project
198 O O and
198 O B-ORG Acelor
198 O L-ORG Mittal
198 O O end
198 O O to
198 O O end
198 O O implementation
198 O O project
198 O O at
198 O O offshore
198 O U-GPE Hyderabad

198 O O She
198 O O has
198 O O worked
198 O O for
198 O U-ORG NNIT
198 O B-PERSON Novo
198 O L-PERSON Nordisk
198 O O and
198 O U-ORG M.R.S
198 O O oil
198 O O and
198 O O gas
198 O O company
198 O O at
198 O O offshore
198 O U-GPE Hyderabad

198 O O She
198 O O has
198 O O worked
198 O O on
198 O B-DATE Windows
198 O I-DATE 98
198 O L-DATE 2000
198 O O windows
198 O O vista
198 O O platforms

198 O U-PERSON Worked
198 O O for
198 O U-ORG MPT
198 O B-ORG Mormugao
198 O I-ORG Port
198 O L-ORG Trust
198 O O at
198 O O client
198 O O location
198 O U-ORG GOA
198 O O for
198 O B-DATE 7
198 O L-DATE months
198 O O which
198 O O is
198 O O An
198 O O end
198 O O to
198 O O end
198 O O implementation
198 O O so
198 O O got
198 O O an
198 O O good
198 O O exposure
198 O O in
198 O O port
198 O O operating
198 O O system

198 O O Organization
198 O O Designation
198 O O Duration
198 O O Tech
198 O O Mahindra
198 O O Limited
198 O U-GPE Hyderabad
198 O U-GPE India

198 O O Sr

198 O O Software
198 O B-PERSON Engineer
198 O I-PERSON May/2008
198 O L-PERSON May/2016
198 O O WORK
198 O O EXPERIENCE
198 O O SAP
198 O O ABAP
198 - O Consultant
198 O U-ORG AcelorMittal
198 O B-DATE March
198 O I-DATE 2015
198 O I-DATE to
198 O I-DATE April
198 O L-DATE 2016
198 O O Project
198 O O Description
198 O O ArcelorMittal
198 O O is
198 O O the
198 O O world
198 O O leading
198 O O steel
198 O O and
198 O O mining
198 O O company

198 O O Guided
198 O O by
198 O O a
198 O O philosophy
198 O O to
198 O O produce
198 O O safe
198 O O sustainable
198 O O steel
198 O O it
198 O O is
198 O O the
198 O O leading
198 O O supplier
198 O O of
198 O O quality
198 O O steel
198 O O products
198 O O in
198 O O all
198 O O major
198 O O markets
198 O O including
198 O O automotive
198 O O construction
198 O O household
198 O O appliances
198 O O and
198 O O packaging

198 O U-ORG ArcelorMittal
198 O O is
198 O O present
198 O O in
198 O U-CARDINAL 60
198 O O countries
198 O O and
198 O O has
198 O O an
198 O O industrial
198 O O footprint
198 O O in
198 O U-CARDINAL 19
198 O O countries

198 O O Contribution
198 O O *
198 O O Developed
198 O O reports
198 O O both
198 O O interactive
198 O O and
198 O O classical

198 O O *
198 O O Developed
198 O O interactive
198 O O reports

198 O O *
198 O O Developed
198 O U-ORG LSMW
198 O O to
198 O O upload
198 O O material
198 O O master
198 O O data

198 O O *
198 O O Developed
198 O U-ORG LSMW
198 O O to
198 O O upload
198 O O vendor
198 O O master
198 O O data

198 O O *
198 O O Developed
198 O U-ORG LSMW
198 O O to
198 O O upload
198 O U-PRODUCT Purchase
198 O O info
198 O O records

198 O O *
198 O O Developed
198 O U-PERSON Smartform
198 O O to
198 O O print
198 O O sales
198 O O order
198 O O confirmation

198 O O *
198 O O Developed
198 O U-PERSON Smartform
198 O O to
198 O O print
198 O O purchase
198 O O order
198 O O details

198 O O *
198 O O Developed
198 O U-PERSON Smartform
198 O O to
198 O O print
198 O O Invoice
198 O O details

198 O O Handled
198 O O error
198 O O in
198 O O workflow

198 O O https://www.indeed.com/r/Shaheen-Unissa/c54e7a04da30c354?isid=rex-download&ikw=download-top&co=IN
198 O O https://www.indeed.com/r/Shaheen-Unissa/c54e7a04da30c354?isid=rex-download&ikw=download-top&co=IN
198 O O SAP
198 O O Modules/
198 O O Tools

198 O O PP
198 O U-ORG MM
198 O O and
198 O U-ORG SD

198 - O Consultant
198 O O SAP
198 O O ABAP
198 O O BADI
198 O O MADHYA
198 O O PRADESH
198 O O IN
198 O B-DATE October
198 O I-DATE 2012
198 O I-DATE to
198 O I-DATE February
198 O L-DATE 2015
198 O O Project
198 O O Description
198 O O Etisalat
198 O O is
198 O B-LOC the
198 O I-LOC Middle
198 O I-LOC East
198 O O leading
198 O O telecommunications
198 O O operator
198 O O and
198 O O one
198 O O of
198 O O the
198 O O largest
198 O O corporations
198 O O in
198 O O the
198 O U-CARDINAL six
198 O U-NORP Arab
198 O O countries
198 O O of
198 O B-ORG the
198 O I-ORG Gulf
198 O I-ORG Cooperation
198 O L-ORG Council
198 O O with
198 O O a
198 O O market
198 O O value
198 O O of
198 O B-MONEY approximately
198 O I-MONEY Dh81
198 O L-MONEY billion
198 O B-MONEY US$
198 O I-MONEY 22
198 O L-MONEY billion
198 O O and
198 O U-DATE annual
198 O O revenues
198 O O of
198 O B-MONEY over
198 O I-MONEY Dh32.9
198 O L-MONEY billion
198 O B-MONEY US$
198 O I-MONEY 9
198 O L-MONEY billion
198 O O A
198 O O multinational
198 O O blue
198 O O chip
198 O O organization
198 O U-ORG Etisalat
198 O O has
198 O O operations
198 O O in
198 O U-CARDINAL 15
198 O O countries
198 O O in
198 O B-LOC the
198 O I-LOC Middle
198 O L-LOC East
198 O O Africa
198 O O and
198 O U-LOC Asia

198 O B-CARDINAL Nearly
198 O L-CARDINAL 42
198 O U-CARDINAL 000
198 O O people
198 O O are
198 O O directly
198 O O employed
198 O O by
198 O O the
198 O O company

198 O U-ORG Etisalat
198 O O international
198 O O acquisition
198 O O program
198 O O began
198 O O in
198 O O earnest
198 O O in
198 O U-DATE 2004
198 O O when
198 O O it
198 O O won
198 O O the
198 O U-ORDINAL second
198 O O mobile
198 O O license
198 O O the
198 O U-ORDINAL first
198 O U-ORDINAL third
198 O O generation
198 O U-CARDINAL 3
198 O O G
198 O O mobile
198 O O license
198 O O in
198 O B-GPE Saudi
198 O L-GPE Arabia

198 O O Since
198 O O then
198 O O the
198 O O company
198 O O has
198 O O witnessed
198 O O rapid
198 O O expansion
198 O O that
198 O O has
198 O O positioned
198 O O it
198 O O as
198 O U-CARDINAL one
198 O O of
198 O O the
198 O O world
198 O O fastest
198 O O growing
198 O O operators
198 O O with
198 O O subscribers
198 O O rocketing
198 O O around
198 O U-CARDINAL 3
198 O B-MONEY 475
198 O I-MONEY per
198 O L-MONEY cent
198 O O from
198 O B-CARDINAL four
198 O L-CARDINAL million
198 O O in
198 O U-DATE 2004
198 O O to
198 O B-CARDINAL 141
198 O L-CARDINAL million
198 O O in2013

198 O O Contribution

198 O O Developed
198 O O class
198 O O using
198 O O methods
198 O O to
198 O O increase
198 O O the
198 O O RFx
198 O O number
198 O O ranges
198 O O based
198 O O on
198 O O opco
198 O O code
198 O O and
198 O O adding
198 O O prefix
198 O O for
198 O O portal
198 O O system
198 O O in
198 O O SRM
198 O O server

198 O O Developed
198 O O class
198 O O with
198 O O methods
198 O O to
198 O O get
198 O O the
198 O O details
198 O O of
198 O O supplier
198 O O profile
198 O O and
198 O O updating
198 O O the
198 O O same
198 O O in
198 O O custom
198 O O table
198 O O and
198 O O generating
198 O O a
198 O O email
198 O O notification
198 O O to
198 O O the
198 O O vendor
198 O O manager
198 O O using
198 O O web
198 O O dynpro
198 O O for
198 O O portal
198 O O system
198 O O in
198 O O SRM
198 O O server

198 O O Developed
198 O O a
198 O O smartform
198 O O for
198 O O purchase
198 O O order
198 O O in
198 O O SRM
198 O O server

198 O O Modified
198 O O standard
198 O O smartform
198 O O for
198 O O Bid
198 O O bond
198 O O invitation
198 O O form
198 O O """"
198 O O BBP
198 O O BID_INVITATION
198 O O """"
198 O O adding
198 O O cover
198 O O letter
198 O O as
198 O U-ORDINAL first
198 O O page

198 O O Implemented
198 O O a
198 O O BADI
198 O O """"
198 O O BBP_OUTPUT_CHANGE_SF
198 O O """"
198 O O to
198 O O trigger
198 O O the
198 O U-ORG Bid
198 O O bond
198 O O smartforms
198 O O based
198 O O on
198 O O opco
198 O O code

198 O O Implemented
198 O O a
198 O O BADI
198 O O """"
198 O O BBP_DOC_CHANGE_BADI
198 O O """"
198 O O to
198 O O change
198 O O the
198 O O purchase
198 O O organization
198 O O and
198 O O purchase
198 O O group
198 O O based
198 O O on
198 O O opco
198 O O code

198 O O Developed
198 O O a
198 O O class
198 O O to
198 O O download
198 O O multi
198 O O excel
198 O O sheet
198 O O to
198 O O transfer
198 O O the
198 O O data
198 O O from
198 O U-ORG SRM
198 O O to
198 O U-ORG CLM
198 O O on
198 O O presentation
198 O O server
198 O O as
198 O O well
198 O O as
198 O O in
198 O U-ORG CLM
198 O O server

198 O O Developed
198 O O a
198 O O class
198 O O for
198 O O generating
198 O O mail
198 O O for
198 O U-ORG RFX
198 O O responses
198 O O rejected

198 - O Consultant
198 O B-ORG SAP
198 O I-ORG ABAP
198 O B-DATE December
198 O I-DATE 2011
198 O I-DATE to
198 O I-DATE March
198 O L-DATE 2012
198 O O Project
198 O O Description
198 O O M.R.S.
198 O O Oil
198 O O and
198 O O Gas
198 O O Company
198 O O Limited
198 O O distribute
198 O O and
198 O O supplies
198 O O petroleum
198 O O products

198 O O It
198 O O offers
198 O O kerosene
198 O O and
198 O O gas
198 O O oils

198 O O The
198 O O company
198 O O was
198 O O founded
198 O O in
198 O B-DATE January
198 O L-DATE 1998
198 O O and
198 O O is
198 O O based
198 O O in
198 O B-GPE Lagos
198 O L-GPE Nigeria

198 O B-ORG M.R.S.
198 O I-ORG Oil
198 O I-ORG and
198 O I-ORG Gas
198 O I-ORG Company
198 O L-ORG Limited
198 O O operate
198 O O as
198 O O a
198 O O subsidiary
198 O O of
198 O B-ORG MRS
198 O L-ORG Group

198 O O The
198 O O company
198 O O has
198 O O acquired
198 O O a
198 O O total
198 O O of
198 O U-CARDINAL 426
198 O O fuel
198 O O stations
198 O O spread
198 O O across
198 O O the
198 O O country
198 O O and
198 O O plans
198 O O were
198 O O on
198 O O course
198 O O toward
198 O O branding
198 O O more
198 O O filling
198 O O stations

198 O O Contribution

198 O O Developed
198 O O smartforms
198 O O for
198 O B-ORG Bank
198 O I-ORG Wire
198 O L-ORG Transfers
198 O O for
198 O B-ORG MRS
198 O I-ORG Oil
198 O L-ORG Nigeria

198 O O a
198 O O Payment
198 O O made
198 O O in
198 O B-ORG Nigerian
198 O I-ORG Naira
198 O I-ORG Local
198 O L-ORG Payment

198 O O b
198 O O Payment
198 O O made
198 O O in
198 O O USD
198 O O to
198 O B-GPE Local
198 O L-GPE Vendors

198 O O c
198 O O Payment
198 O O made
198 O O in
198 O O Foreign
198 O O Currency
198 O O to
198 O O Foreign
198 O O Vendor

198 O O Developed
198 O O a
198 O O smartform
198 O O to
198 O O print
198 O O the
198 O O Request
198 O O for
198 O U-GPE Quotation
198 O O as
198 O O per
198 O O client
198 O O Requirement

198 O O Developed
198 O O a
198 O O smartform
198 O O for
198 O B-ORG Physical
198 O L-ORG Inventory
198 O O is
198 O O used
198 O O to
198 O O conduct
198 O O physical
198 O O stock
198 O O counts
198 O O in
198 O O storage
198 O O locations
198 O O in
198 O O order
198 O O to
198 O O check
198 O O book
198 O O inventory
198 O O to
198 O O physical
198 O O inventory
198 O O MI01

198 O O Developed
198 O O a
198 O O smartform
198 O O for
198 O B-ORG Operational
198 O I-ORG Work
198 O I-ORG Clearance
198 O L-ORG Document
198 O O in
198 O O work
198 O O clearance
198 O O management

198 O O Developed
198 O O smartform
198 O O for
198 O O work
198 O O permit

198 O U-ORG SAP
198 O O Modules/
198 O O Tools

198 O O PP
198 O U-ORG MM
198 O O PM
198 O U-ORG SD
198 O O and
198 O B-ORG IS
198 O L-ORG Oil

198 - O Consultant
198 O O SAP
198 O O ABAP
198 O B-DATE July
198 O I-DATE 2011
198 O I-DATE to
198 O I-DATE November
198 O L-DATE 2011
198 O O Project
198 O O Description
198 O O ArcelorMittal
198 O O is
198 O O the
198 O O worlds
198 O O leading
198 O O steel
198 O O company
198 O O with
198 O O operations
198 O O in
198 O B-CARDINAL more
198 O I-CARDINAL than
198 O L-CARDINAL 60
198 O O countries

198 O U-ORG ArcelorMittal
198 O O is
198 O O the
198 O O leader
198 O O in
198 O O all
198 O O major
198 O O global
198 O O steel
198 O O markets
198 O O including
198 O O automotive
198 O O construction
198 O O household
198 O O appliances
198 O O and
198 O O packaging
198 O O with
198 O O leading
198 O O technology
198 O O as
198 O O well
198 O O as
198 O O sizeable
198 O O captive
198 O O supplies
198 O O of
198 O O raw
198 O O materials
198 O O and
198 O O outstanding
198 O O distribution
198 O O networks

198 O O In
198 O U-DATE 2010
198 O U-ORG ArcelorMittal
198 O O had
198 O O revenues
198 O O of
198 O I-MONEY 78.0
198 O L-MONEY billion
198 O O and
198 O O crude
198 O O steel
198 O O production
198 O O of
198 O B-CARDINAL 90.6
198 O L-CARDINAL million
198 O O tonnes
198 O O representing
198 O B-MONEY approximately
198 O I-MONEY 8
198 O I-MONEY per
198 O L-MONEY cent
198 O O of
198 O O world
198 O O steel
198 O O output

198 O O Contribution

198 O B-ORG Developed
198 O I-ORG Quality
198 O I-ORG Claims
198 O L-ORG Report
198 O O for
198 O O purchase
198 O O orders
198 O O for
198 O O which
198 O O whole
198 O O cycle
198 O O is
198 O O done
198 O O and
198 O O also
198 O O at
198 O O sales
198 O O distribution
198 O O side

198 O O Developed
198 O O a
198 O O Zbapi
198 O O for
198 O O portal
198 O O to
198 O O display
198 O O the
198 O O data
198 O O in
198 O O portal
198 O O from
198 O O different
198 O O tables

198 O O SAP
198 O O Modules/
198 O O Tools

198 O O PP
198 O U-ORG MM
198 O O PM
198 O O and
198 O U-ORG SD

198 - O Consultant
198 O O SAP
198 O O ABAP
198 O O Bangalore
198 O O Karnataka
198 O B-DATE October
198 O I-DATE 2010
198 O I-DATE to
198 O I-DATE June
198 O L-DATE 2011
198 O U-ORG GE
198 O O employees
198 O B-CARDINAL over
198 O L-CARDINAL 13
198 O U-CARDINAL 000
198 O O people
198 O O in
198 O U-GPE India

198 O O It
198 O O exports
198 O O over
198 O I-MONEY 1
198 O L-MONEY billion
198 O O in
198 O O products
198 O O and
198 O O services

198 O O Contribution

198 O O Handling
198 O O HPSD
198 O O tickets
198 O O as
198 O O well
198 O O as
198 O U-ORG GMR
198 O O tickets

198 O O Modified
198 O O existing
198 O O production
198 O O summary
198 O O report
198 O O which
198 O O gives
198 O O shop
198 O O performance
198 O O for
198 O B-DATE past
198 O I-DATE fiscal
198 O L-DATE weeks

198 O O It
198 O O also
198 O O gives
198 O O data
198 O O regarding
198 O O the
198 O O current
198 O O shop
198 O O situation
198 O O and
198 O O expected
198 O O outcome
198 O O for
198 O B-DATE the
198 O I-DATE upcoming
198 O L-DATE quarter

198 O O Modified
198 O O induction
198 O O slot
198 O O module
198 O O pool
198 O O program
198 O O to
198 O O display
198 O O the
198 O O comments
198 O O entered
198 O O in
198 O O production
198 O O status
198 O O report
198 O O for
198 O O a
198 O O given
198 O O project

198 O O Modified
198 O O life
198 O O limited
198 O O parts
198 O O smart
198 O O form
198 O O which
198 O O gives
198 O O the
198 O O list
198 O O of
198 O O LLP
198 O O information
198 O O for
198 O O each
198 O U-PERSON Engine

198 O O This
198 O O form
198 O O compiles
198 O B-ORG the
198 O I-ORG Outgoing
198 O I-ORG Shop
198 O I-ORG Visit
198 O I-ORG Documentation
198 O L-ORG Pack
198 O O for
198 O O the
198 O O customer
198 O O for
198 O O each
198 O O Engine/
198 O O Module
198 O O shop
198 O O visit
198 O O and
198 O O the
198 O O audience
198 O O will
198 O O be
198 O O outgoing
198 O O customer
198 O O records
198 O O business
198 O O users
198 O O from
198 O O the
198 O O Documentation
198 O O department

198 O O Modified
198 O O cost
198 O O accumulation
198 O O invoicing
198 O O process
198 O O to
198 O O upload
198 O O file
198 O O for
198 O O billing
198 O O request

198 O U-ORG SAP
198 O O Modules/
198 O O Tools

198 O B-ORG SAP
198 O L-ORG ECC
198 O O 6.0

198 O O PM
198 - O Consultant
198 O B-ORG SAP
198 O I-ORG ABAP
198 O B-DATE May
198 O I-DATE 2010
198 O I-DATE to
198 O I-DATE September
198 O L-DATE 2010
198 O O Project
198 O O Description
198 O B-PERSON Novo
198 O L-PERSON Nordisk
198 O O is
198 O O a
198 O U-ORG Healthcare
198 O O company
198 O O and
198 O O a
198 O O world
198 O O leader
198 O O in
198 O O diabetes
198 O O care

198 O O Since
198 O U-DATE 1923
